Key,Value,Element,Group,Description,Count
historic,monument,node area,historic_site,"A memorial object, which is especially large, built to remember, show respect to a person or group of people or to commemorate an event.",717 7 304 3
historic,optical_telegraph,node area,,Semaphore system,21 0 7 0
historic,pa,node area,,A New Zealand Maori Pā,0 1 0 0
historic,pillory,node,,A pillory.,31 0 1 0
historic,railway_car,node area,,A decommissioned railway car which generally remains in one place,12 0 13 0
historic,ruins,node way area,historic_site,"Remains of structures that were once complete, but have fallen into partial or complete disrepair.",2685 300 2802 2
historic,rune_stone,node,,"Stones, boulders or bedrock with historical runic inscriptions.",6 0 0 0
historic,ship,node area,,A decommissioned ship/submarine which generally remains in one place,39 0 159 0
historic,tank,node area,,A decommissioned tank which generally remains in one place,13 0 3 0
historic,tomb,node area,historic_site,A structure where somebody has been buried.,1189 4 227 0
historic,tower,node area,historic_site,This property distinguishes a tower as historic,75 0 392 0
historic,vehicle,node area,,A decommissioned vehicle which generally remains in one place,4 0 0 0
historic,wayside_cross,node,historic_site,"A historical cross, symbol of christian faith.",37602 2 29 0
historic,wayside_shrine,node area,historic_site,A shrine often showing a religious depiction. Tag is used also for modern shrines.,16163 0 427 0
historic,wreck,node area,,A nautical craft that has been sunk or destroyed.,94 0 17 0
landuse,commercial,node area,landuse_commercial,"Predominantly commercial businesses and their offices. Commercial businesses which sell goods should be categorised as landuse=retail. Commercial businesses can sell services on site and may include private Doctor's Surgeries, and those non-government services for mental and physical health, such as a Counsellor's or Physiotherapist's practice or Veterinary. Government services and businesses should not use this tag. Commercial businesses can also include office buildings and business parks which have limited interface with the public and sell their services either on site, or externally. Commercial businesses have low amounts of public foot traffic.",49 4 42591 0
landuse,construction,area,landuse_construction,"A site which is under active development and construction of a building or structure, including any purposeful alteration to the land or vegetation upon it. Abandoned construction projects and sites should not use this tag.",13 28 15766 26
landuse,education,area,,An area predominately used for educational purposes/facilities.,0 0 38 0
landuse,industrial,area,landuse_industrial,"Predominantly industrial landuses such as workshops, factories, or warehouses.",115 16 52179 0
landuse,residential,area,landuse_residential,"Land where people reside- predominantly residential detached (single houses, grouped dwellings), or attached (apartments, flats, units) dwellings. For ""Mixed-Use"" areas where more than half of the land is residential, tag as residential.\\",42 58 374429 2
landuse,retail,area,landuse_retail,"Predominantly retail businesses such as shops. Retail businesses sell physical goods such as food (prepared or grocery), clothing, medicine, stationary, appliances, tools, or other similar physical items. Retail businesses have high amounts of public foot traffic. Retail businesses do not exclusively provide or sell their services. For businesses which sell services see landuse=commercial.",44 4 12774 0
landuse,allotments,area,landuse_allotments,A piece of land given over to local residents for growing vegetables and flowers.,97 5 62244 0
landuse,farmland,area,landuse_farmland,"An area of farmland used for tillage (cereals, vegetables, oil plants, flowers).",18 99 845625 0
landuse,farmyard,area,landuse_farmyard,"An area of land with farm buildings like farmhouse, dwellings, farmsteads, sheds, stables, barns, equipment sheds, feed bunkers, etc. plus the open space in between them and the shrubbery/trees around them.",25 22 169525 0
landuse,flowerbed,area,,An area designated for flowers,18 2 1090 0
landuse,forest,area,landuse_forest,Managed forest or woodland plantation (Other languages). Some use this to map an area of trees rather than the use of the land. See Forest.,1205 115 529838 0
landuse,meadow,area,landuse_meadow,"A meadow or pasture: land primarily vegetated by grass and non-woody plants, mainly used for hay or grazing",24 85 853030 0
landuse,orchard,area,landuse_orchard,intentional planting of trees or shrubs maintained for food production,14 5 75781 0
landuse,vineyard,area,landuse_vineyard,A piece of land where grapes are grown.,8 4 29770 0
landuse,basin,area,landuse_basin,An area artificially graded to hold water.\\,82 2 28719 0
landuse,brownfield,area,landuse_brownfield,Describes land scheduled for new development where old buildings have been demolished and cleared,3 5 6218 0
landuse,cemetery,area,landuse_cemetery,Place for burials. You can add religion=* (values listed in the place of worship page). Smaller places (e.g. with a church nearby) may use amenity=grave_yard instead.,90 3 30374 0
landuse,+conservation+,area,,"Protected areas (deprecated) Alternate tagging of same thing: boundary=protected_area, protected_area=*",0 0 0 0
landuse,depot,area,,"An area used as a depot for e.g. vehicles (trains, buses or trams). Consider using rather standard landuse tags like landuse=railway, landuse=commercial, landuse=industrial, with subtag like industrial=depot.",3 1 115 0
landuse,garages,area,,"One level buildings with boxes commonly for cars, usually made of brick and metal. Usually this area belong to garage cooperative with own name, chairman, budget, rules, security, etc.",2 5 9274 0
landuse,grass,area,landuse_grass,"An area of mown and managed grass not otherwise covered by a more specific tag. Some view this as not a landuse, see the main page landuse=grass for discussion.",12 59 474821 0
landuse,greenfield,area,landuse_greenfield,Describes land scheduled for new development where there have been no buildings before. A greenfield is scheduled to turn into a construction site,2 1 5114 0
landuse,greenhouse_horticulture,area,,Area used for growing plants in greenhouses,1 1 5221 0
landuse,landfill,area,landuse_landfill,Place where waste is dumped.,39 1 3553 0
landuse,military,area,landuse_military,For land areas owned/used by the military for whatever purpose,81 7 1639 0
landuse,plant_nursery,area,landuse_plantnursery,intentional planting of plants maintaining for the production of new plants,8 3 8637 0
landuse,port,area,,coastal industrial area where commercial traffic is handled. Consider using landuse=industrial + industrial=port for this type of industrial area.,0 0 11 0
landuse,quarry,area,landuse_quarry,Surface mineral extraction,239 7 8781 0
landuse,railway,area,landuse_railway,"Area for railway use, generally off-limits to the general public",0 8 12288 0
landuse,recreation_ground,area,landuse_recreationground,"An open green space for general recreation, which may include pitches, nets and so on, usually municipal but possibly also private to colleges or companies",35 2 8557 0
landuse,religious,area,landuse_religious,An area used for religious purposes,0 0 1544 0
landuse,reservoir,area,,A Reservoir on Wikipedia. Less popular variant of natural=water + water=reservoir. See also the approved water details proposal and pointers to discussion on talk page.,32 0 8445 0
landuse,salt_pond,area,,A place where salt (saline) water is evaporated to extract its salt.,0 0 0 0
landuse,village_green,area,landuse_villagegreen,"An area of common land, usually grass, in the centre of a village (quintessentially English -- defined separately from 'common land' under the Commons Registration Act 1965 and the Commons Act 2006).\\",4 3 16505 0
landuse,winter_sports,node area,,An area dedicated to winter sports (e.g. skiing),0 2 66 0
landuse,user defined,node area,,/All commonly used values according to Taginfo/,0 0 0 0
leisure,adult_gaming_centre,node area,,A venue with gambling machines.,950 0 188 0
leisure,amusement_arcade,node area,,A venue with pay-to-play games.,128 0 26 0
leisure,beach_resort,node area,,"A managed beach, including within the boundary any associated facilities. Entry may also require payment of a fee.",46 0 118 0
leisure,bandstand,node area,,A bandstand is an open structure where musical bands can perform concerts,22 0 91 0
leisure,bird_hide,node area,,"A place that is used to observe wildlife, especially birds.",170 0 68 0
leisure,common,node area,leisure_public,Identify land over which the public has general rights of use for certain leisure activities.,95 3 3985 0
leisure,dance,node area,leisure_restrictive,A dance venue or dance hall.,843 0 218 0
leisure,disc_golf_course,node area,leisure_restrictive,A place to play disc golf,38 1 5 0
leisure,dog_park,node area,leisure_public,"A designated area, with or without a fenced boundary, where dog-owners are permitted to exercise their pets unrestrained.",162 10 1074 0
leisure,escape_game,node area,leisure_restrictive,"A physical adventure game in which players solve a series of puzzles using clues, hints and strategy to complete the objectives at hand.",103 0 6 0
leisure,firepit,node area,amenity,"A fire ring or fire pit, often at a campsite or picnic site",1816 0 201 0
leisure,fishing,node area,,A public or private place for fishing,311 30 392 0
leisure,fitness_centre,node area,,"Fitness centre, health club or gym with exercise machines, fitness classes or both, for exercise.",2882 0 715 0
leisure,fitness_station,node area,leisure_public,An outdoor facility where people can practise typical fitness exercises,1984 16 381 0
leisure,garden,node area,,A place where flowers and other plants are grown in a decorative and structured manner or for scientific purposes.,739 5 42952 0
leisure,hackerspace,node area,,"A place where people with common interests (science, technology, ...) meet.",144 0 22 0
leisure,horse_riding,node area,,"A facility where people practise horse riding, usually in their spare time, e.g. a riding centre. For a riding arena use tag:leisure=pitch + tag:sport=equestrian.",567 1 2823 0
leisure,ice_rink,node area,,A place where you can skate and play bandy or ice hockey.,25 0 132 0
leisure,marina,node area,leisure_restrictive,A facility for mooring leisure yachts and motor boats.,1819 3 822 0
leisure,miniature_golf,node area,leisure_restrictive,A place or area where you can play miniature golf.,378 2 1333 0
leisure,nature_reserve,area,leisure_public,"A protected area of importance for wildlife, flora, fauna or features of geological or other special interest.",489 3139 6948 0
leisure,park,area,leisure_public,"A park, usually urban (municipal).",422 12 41298 0
leisure,picnic_table,node,leisure_public,A table with benches for food and rest,19531 0 65 0
leisure,pitch,node area,leisure_sport,"An area designed for practising a particular sport, normally designated with appropriate markings.",8786 17 147573 0
leisure,playground,node area,leisure_public,A playground: an area designed for children to play.,30914 32 72737 0
leisure,slipway,node,leisure_public,A slipway: a ramp for launching a boat into water,2287 421 67 0
leisure,sports_centre,node area,leisure_sport,A sports centre is a distinct facility where sports take place within an enclosed area.,6170 8 27976 0
leisure,stadium,node area,leisure_sport,A major sports facility with substantial tiered seating.,201 1 3040 0
leisure,summer_camp,node way area,,A place for supervised camps for children or teenagers conducted during the summer months,0 0 13 0
leisure,swimming_area,area,leisure_sport,An official open-space natural place where you can swim,332 5 341 0
leisure,swimming_pool,node area,leisure_sport,A swimming pool (water area only),1353 1 31608 0
leisure,track,way area,leisure_sport,"A track for running, cycling and other non-motorised racing such as horses, greyhounds.",147 2026 7653 16
leisure,water_park,node area,leisure_sport,"An amusement park with features like water slides, recreational pools (e.g. wave pools) or lazy rivers.",581 4 3030 0
man_made,adit,node,,A type of entrance to an underground mine which is horizontal or nearly horizontal.,2825 132 17 0
man_made,beacon,node area,,A structure for signalling on land and sea,423 0 15 0
man_made,breakwater,way area,,A man-made structure designed to protect a shore or harbour from the sea and waves.,0 1159 202 0
man_made,bridge,area,,"The outline of a bridge, grouping together all features for that bridge.",5 77 19336 22
man_made,bunker_silo,node area,,An open-sided structure without a roof that can be used with vehicles to fill and empty them,31 31 15983 0
man_made,carpet_hanger,node,,A construction to hang carpets for cleaning with the help of carpet beaters.,5 0 0 0
man_made,chimney,node area,,"A tall distinctive vertical conduit for venting hot gases or smoke, normally found near power stations or large factories",3210 0 1562 0
man_made,communications_tower,node area,,A huge tower for transmitting radio applications,62 0 94 0
man_made,crane,node area,,"A stationary, permanent crane.",763 96 264 0
man_made,cross,node,,"Cross, especially one with little historical value",831 0 1 0
man_made,cutline,way,,A straight line cut in a forest.,0 7480 86 8
man_made,clearcut,area relation,,An area where all trees have been uniformly cut down.,0 6 895 0
man_made,dovecote,node area,,A place where doves are farmed or stored.,20 0 22 0
man_made,dyke,way,,An embankment built to restrict the flow of water or other liquids,3 4542 251 70
man_made,embankment,way,,An artificial steep slope,4 20204 2048 100
man_made,flagpole,node,,A long pole built to hold a flag,11389 2 3 0
man_made,gasometer,node area,,A large container in which natural gas or town gas is stored near atmospheric pressure at ambient temperatures,68 0 1018 0
man_made,goods_conveyor,way,,A conveyor system for transporting materials,0 999 13 0
man_made,groyne,way area,,A rigid structure built from a shoreline or riverbank that interrupts water flow and limits the movement of sediment,1 10258 945 0
man_made,guard_stone,node,,"A guard stone: a stone built onto or into the corner of a building or wall to prevent carriages from damaging the structure, often found on either side of an entrance to a laneway, or alongside a wall to protect it.",0 0 0 0
man_made,kiln,node area,,"A thermally insulated chamber used for processes such as burning, hardening, drying, or smelting",17 0 20 0
man_made,lighthouse,node area,,Tower that emits light to serve as a navigational aid at sea or on inland waterway,207 0 74 0
man_made,mast,node,,"A mast is a vertical structure built to hold, for example, antennas.",15675 1 128 0
man_made,mineshaft,node area,,A mineshaft: vertical tunnel into a mine where minerals are extracted.,2802 6 244 1
man_made,monitoring_station,node way area relation,,A station that monitors something.,3222 13 434 0
man_made,obelisk,node area,,"Tall, narrow, four-sided, tapered monument which usually ends in a pyramid-like shape at the top.",91 0 19 0
man_made,observatory,node area,,Observatory: a location used for observing terrestrial or celestial events,74 0 145 0
man_made,offshore_platform,node area,,"Offshore platform, oil platform or offshore drilling rig",14 0 3 0
man_made,petroleum_well,node,,"A hole bored in the earth, designed to bring petroleum oil or gas to the surface",139 0 32 0
man_made,pier,way area,,"A pier is a raised walkway over water, supported by widely spread piles or pillars.",308 29129 3329 3
man_made,pipeline,way,,"A major pipeline carrying gas, water, oil, etc.",210 10748 113 0
man_made,pump,node,,A device in charge of moving or raising the level of liquids.,71 0 26 0
man_made,pumping_station,node area,,Pumping station: a facility including pumps and equipment for pumping fluids from one place to another,464 0 1019 0
man_made,reservoir_covered,node area,,A covered reservoir is a large man-made tank for holding fresh water,2460 0 3694 0
man_made,silo,node area,,"A storage container for bulk material, often grains such as corn or wheat",839 6 18530 0
man_made,snow_fence,way,,A solid fence-like structure built across steep slopes to reduce risk and severity of (snow) avalanches,0 10 0 0
man_made,snow_net,node way,,A netting fence built across steep slopes to reduce risk and severity of (snow) avalanches,0 0 0 0
man_made,storage_tank,node area,,A container that holds liquids or compressed gases,670 0 24836 0
man_made,street_cabinet,node area,,A cabinet located in the street and hosting technical equipment to operate facilities such as electricity or street lights.,27640 7 1394 0
man_made,stupa,node area,,A Buddhist dome-shaped structure with a spire on top,0 0 0 0
man_made,surveillance,node,,A surveillance camera or other type of surveillance equipment.,24399 23 278 3
man_made,survey_point,node,,"A triangulation pillar, geodetic vertex, or other piece of fixed equipment used by topographers.",3623 0 0 0
man_made,tailings_pond,area,,A body of liquid or slurry used to store byproducts of mining operations.,0 0 0 0
man_made,telescope,node area,,Telescope: an instrument that aids in the observation of remote objects by collecting light or radio waves,145 0 62 0
man_made,tower,node area,,A tower is a free-standing structure which is higher than it is wide.,11463 3 9620 0
man_made,wastewater_plant,node area,,A wastewater plant is a facility used to treat wastewater.,618 7 9277 0
man_made,watermill,node area,,A mill driven by water power.,874 0 1019 0
man_made,water_tower,node area,,Structure with a water tank at an altitude to increase pressure in water network,534 0 1469 0
man_made,water_well,node area,,"A structural facility to access ground water, created by digging or drilling.",9956 3 826 0
man_made,water_tap,node,amenity,Publicly usable water tap,1420 0 3 0
man_made,water_works,node area,,A place where drinking water is found and applied to the local waterpipes network.,1605 0 3566 0
man_made,wildlife_crossing,way area,,Structure that allow animals to cross human barriers safely.,1 156 94 1
man_made,windmill,node area,,"A traditional windmill, historically used to mill grain with wind power.",543 0 779 0
man_made,works,node area,,A factory or industrial production plant,3502 5 15017 0
military,airfield,node area,military,A place where military planes take off and land.,3 2 40 0
military,bunker,node area,military,A building reinforced to withstand attack,3715 17 4275 0
military,barracks,node area,military,Buildings where military personnel live and sleep,17 2 857 0
military,checkpoint,node,military,Place where civilian visitors and vehicles will be checked by a military authority.,59 0 5 0
military,danger_area,node area,military,A danger area is a restricted area posing a threat to life or property.,2 2 112 0
military,nuclear_explosion_site,node area,military,Nuclear weapons test site,0 0 0 0
military,obstacle_course,way area,military,A military obstacle course: a series of challenging physical obstructions an individual or team must navigate usually while being timed,2 3 11 0
military,office,node area,military,"Military offices, e.g. general staff office, military recruitment office etc",7 0 24 0
military,range,node area,military,"Where military personnel practice with their weapons (firing, bombing, artillery, ...)",53 2 225 0
military,training_area,area,military,A military training area/proving ground,12 4 82 1
military,trench,node way,,"A military trench: an excavation in the ground that is generally deeper than it is wide, dug into the ground as a barrier for military purposes (e.g. trench warfare)",1 22 0 0
natural,wood,area,natural_wood,Tree-covered area (a 'forest' or 'wood'),293 41 181625 0
natural,tree_row,way,natural_wood,A line of trees,31 181487 686 20
natural,tree,node,natural_wood,A single tree,1987107 7 13 0
natural,scrub,area,natural_scrub,"Uncultivated land covered with shrubs, bushes or stunted trees.",51 120 575708 0
natural,heath,area,natural_heath,"A dwarf-shrub habitat, characterised by open, low growing woody vegetation, often dominated by plants of the Ericaceae.",9 34 18376 0
natural,moor,node area,,"Don't use, see wikipage",0 0 8 0
natural,grassland,area,natural_grassland,Areas where the vegetation is dominated by grasses (Poaceae) and other herbaceous (non-woody) plants.,10 29 132148 0
natural,fell,node area,,"Habitat above tree line covered with grass, dwarf shrubs and mosses.",6 0 981 0
natural,bare_rock,area relation,,"An area with sparse or no vegetation, so that the bedrock becomes visible",21 5 26350 0
natural,scree,area,,Unconsolidated angular stones formed by rockfall and weathering from adjacent rockfaces,16 1 4067 0
natural,shingle,area,,An accumulation of rounded rock fragments on a beach or riverbed,0 0 958 0
natural,sand,area,natural_sand,An area covered by sand with no or very little vegetation,24 3 20733 0
natural,mud,area,,Area covered with mud: water saturated fine grained soil without significant plant growth.,1 0 831 0
natural,water,area,natural_water,"Any inland body of water, from natural such as a lake or pond to artificial like a moat or canal",202 45 336469 0
natural,wetland,area,natural_wetland,A natural area subject to inundation or with waterlogged ground,83 36 56319 0
natural,glacier,node area,,A permanent body of ice formed naturally from snow that is moving under its own weight.,0 0 16 0
natural,bay,node way area,,Named area of water mostly surrounded by land but with level connection to the ocean or a lake.,100 1 90 0
natural,strait,node way area,,A narrow area of water surrounded by land on two sides and by water on two other sides.,11 7 3 0
natural,cape,node,,A piece of elevated land sticking out into the sea or large lake.,55 0 0 0
natural,beach,area,natural_beach,"landform along a body of water which consists of sand, shingle or other loose material",264 1 4667 0
natural,coastline,way area,,The mean high water (springs) line between the sea and land (with the water on the right side of the way),0 0 0 0
natural,reef,node way area,,"A feature (rock, sandbar, coral, etc) lying beneath the surface of the water.",18 0 20 0
natural,spring,node,natural_spring,A place where ground water flows naturally from the ground,15406 3 116 0
natural,hot_spring,node area,,A spring of geothermally heated groundwater,5 0 1 0
natural,geyser,node,,A spring characterized by intermittent discharge of water ejected turbulently and accompanied by steam,2 0 0 0
natural,blowhole,node area,,An opening to a sea cave which has grown landwards resulting in blasts of water from the opening due to the wave action.,0 0 0 0
natural,peak,node,,The top (summit) of a hill or mountain.,31577 1 3 0
natural,volcano,node,,An opening exposed on the earth's surface where volcanic material is emitted.,30 0 0 0
natural,valley,node way,,A natural depression flanked by ridges or ranges of mountains or hills,38 785 22 0
natural,peninsula,node area,,"A piece of land projecting into water from a larger land mass, nearly surrounded by water",4 15 17 0
natural,isthmus,node area,,"A narrow strip of land, bordered by water on both sides and connecting two larger land masses",0 0 0 0
natural,ridge,way,,A mountain landform with a continuous elevated crest or linear hill,1 541 9 0
natural,arete,way,,"A thin, almost knife-like, ridge of rock which is typically formed when two glaciers erode parallel U-shaped valleys",3 36 1 0
natural,cliff,node way,,"A vertical or almost vertical natural drop in terrain, usually with a bare rock surface. The bottom of the cliff is on the right side of the way.",618 43308 1198 0
natural,saddle,node,,The lowest point along a ridge or between two mountain tops,504 0 0 0
natural,dune,node way area,,"A hill of sand formed by wind, covered with no or very little vegetation",0 0 69 0
natural,rock,node area,,A notable rock or group of rocks attached to the underlying bedrock,1695 3 459 0
natural,stone,node area,,"A single notable freestanding rock, which may differ from the composition of the terrain it lies in.",2479 10 137 0
natural,sinkhole,node area,,A natural depression or hole in the surface topography.,388 2 223 0
natural,cave_entrance,node area,,An entrance to a cave: a natural underground space large enough for a human to enter,1991 0 8 0
office,accountant,node area,,An office for an accountant.,625 0 111 0
office,advertising_agency,node area,,"A service-based business dedicated to creating, planning, and handling advertising.",1215 0 158 0
office,architect,node area,,An office for an architect or group of architects.,1215 0 211 0
office,association,node area,,"An office of a non-profit organisation, society, e.g. student, sport, consumer, automobile, bike association, etc.",2216 0 488 0
office,charity,node area,,An office of a charitable organization,71 0 21 0
office,company,node area,,An office of a private company,18171 2 4669 0
office,consulting,node area,,"An office for a consulting firm, providing expert professional advice to other companies or organisations.",385 0 37 0
office,courier,node area,,A courier company,2 0 0 0
office,coworking,node area,,An office where people can go to work (might require a fee)- not limited to a single employer,185 0 19 0
office,diplomatic,node area,,NA,341 0 174 0
office,educational_institution,node area,,An office for an educational institution.,1272 0 288 0
office,employment_agency,node area,,An office for an employment service.,807 0 378 0
office,energy_supplier,node area,,An office for a energy supplier.,198 0 76 0
office,engineer,node area,,An office for an engineer or group of engineers.,137 0 24 0
office,estate_agent,node area,,A place where you can rent or buy a house.,2649 5 220 0
office,financial,node area,,An office of a company in the financial sector,171 0 29 0
office,financial_advisor,node area,,A professional who offers financial planning and sells financial services to clients.,60 0 5 0
office,forestry,node area,,A forestry office,83 0 151 0
office,foundation,node area,,An office of a foundation,146 0 26 0
office,government,node area,,"An office of a (supra)national, regional or local government agency or department",3199 2 2912 0
office,graphic_design,node area,,An office of a graphic designer,19 0 3 0
office,guide,node area,,"An office for tour guides, mountain guides, dive guides, etc.",78 0 9 0
office,harbour_master,node area,,The Harbourmaster's office,16 0 6 0
office,insurance,node area,,An office at which you can take out insurance policies.,6418 0 762 0
office,it,node area,,An office for an IT specialist.,2338 0 501 0
office,lawyer,node area,,An office for a lawyer.,3722 0 265 0
office,logistics,node area,,An office for a forwarder / hauler.,332 0 205 0
office,moving_company,node area,,An office which offers a relocation service.,140 0 90 0
office,newspaper,node area,,An office of a newspaper,596 0 92 0
office,ngo,node area,,"An office for a non-profit, non-governmental organisation (NGO).",1010 0 191 0
office,notary,node area,,An office for a notary public (common law),253 0 32 0
office,political_party,node area,,An office of a political party,675 0 50 0
office,property_management,node area,,"Office of a company, which manages a real estate property.",108 0 9 0
office,quango,node area,,An office of a quasi-autonomous non-governmental organisation.,22 0 15 0
office,religion,node area,,office of a community of faith,858 0 566 0
office,research,node area,,An office for research and development,469 0 398 0
office,surveyor,node area,,"An office of a person doing technical surveys, such as land surveys or risk and damage evaluations of properties and equipment.",39 0 8 0
office,tax_advisor,node area,,An office for a financial expert specially trained in tax law,1465 0 140 0
office,telecommunication,node area,,An office for a telecommunication company,260 0 67 0
office,visa,node area,,An office of an organisation or business which offers visa assistance,3 0 0 0
office,water_utility,node area,,The office for a water utility company or water board.,28 0 30 0
office,yes,node area,,Generic tag for unspecified office type.,2249 0 736 0
place,country,node,,A nation state or other high-level national political/administrative area.,1 0 0 0
place,state,node area,,A large sub-national political/administrative area.,16 4 1 4
place,region,node area relation,,Used both as a broad tag for geographic or historical areas with no clear boundary and for distinct administration areas (with specific boundaries) in some countries.,14 146 69 0
place,province,node area relation,,A province,0 0 0 0
place,district,node,,"A district - a type of administrative division that, in some countries, is managed by local government.",0 0 0 0
place,county,node,,A county - a geographical region of a country.,160 17 2 17
place,municipality,node,,A municipality - single urban administrative division having corporate status.,272 27 24 27
place,city,node area relation,,The largest urban settlement or settlements within the territory.,82 39 19 39
place,borough,node area,,A part in larger city grouped into administrative unit.,21 21 21 21
place,suburb,node area,,A part of a town or city with a well-known name and often a distinct identity.,8118 382 774 376
place,quarter,node area,,"A quarter is a named, geographically localised place within a suburb of a larger city or within a town which is bigger than a neighbourhood",313 0 59 0
place,neighbourhood,node area,,"A neighbourhood is a smaller named, geographically localised place within a suburb of a larger city or within a town or village",3536 14 547 5
place,city_block,node area,,"A named city block, usually surrounded by streets.",8 0 167 0
place,plot,node area relation,,A named plot is a tract or parcel of land owned or meant to be owned by some owner.,15 0 773 0
place,town,node area relation,,"An important urban centre, between a village and a city in size.",2426 32 55 32
place,village,node area relation,,"A smaller distinct settlement, smaller than a town with few facilities available with people traveling to nearby towns to access these.",37578 37 1223 28
place,hamlet,node area,,"A smaller rural community, typically with fewer than 100-200 inhabitants, and little infrastructure.",44210 155 2792 2
place,isolated_dwelling,node area relation,,The smallest kind of settlement (1-2 households).,12958 4 2219 1
place,farm,node area,,An individually named farm.,3199 1 1573 0
place,allotments,node area,,"A separate settlement, which is located outside an officially inhabited locality and has its own addressing",10 0 24 0
place,continent,node,,"One of the seven continents: Africa, Antarctica, Asia, Australia, Europe, North America, South America",0 0 0 0
place,archipelago,relation,,A named group or chain of closely related islands and islets.,0 0 3 0
place,island,node area,,Any piece of land that is completely surrounded by water and isolated from other significant landmasses.,25 0 479 0
place,islet,node area,,A very small island.,34 2 2931 0
place,square,node area,,"A town or village square: a paved open public space, generally of architectural significance, which is surrounded by buildings in a built-up area such as a city, town or village.",393 8 2646 0
place,locality,node area,,A named place that has no population.,48619 96 1752 8
place,sea,node area,,A part of an ocean.,1 0 1 0
place,ocean,node,,The world's five main major oceanic divisions.,0 0 0 0
power,cable,way,,"An insulated cable carrying electrical power, such as transmission or distribution cables located underground and undersea cables",3 4509 6 1
power,catenary_mast,node,,A pole supporting the overhead wires used to supply electricity to vehicles equipped with a pantograph such as trams and trains,10740 0 0 0
power,compensator,node,,A static power device used to ensure power quality and electrical network resilience.,33 0 12 0
power,converter,node area,,"A device to convert power between alternating and direct current electrical power: often, but not only, over high voltage networks",36 0 119 0
power,generator,node area,,"A device which converts one form of energy to another, for example, an electrical generator.",63768 8 52700 0
power,heliostat,node,,A mirror of a heliostat device,2159 0 7 0
power,insulator,node way,,An electrical insulator which connects a power line to a support structure and prevents grounding.,581 34 0 0
power,line,way,,"High-voltage power lines used for power transmission, usually supported by towers or pylons",0 29102 4 0
line,busbar,way,,"Identifies a power line as a busbar, the central connection in a substation",0 0 0 0
line,bay,way,,A power line within a substation which connects a circuit to a busbar,0 0 0 0
power,minor_line,way,,"Minor power lines forming the distribution grid, usually carried by poles.",6 60925 0 0
power,plant,area relation,,"An industrial facility where power (electricity, useful heat, biogas) is produced by individual power generator units.",13 2 2051 0
power,pole,node,,"A single pole supporting power lines, often a wood, steel or concrete mast designed to carry minor power lines.",712062 5 3 0
power,portal,node way,,"A supporting structure for power lines, composed of vertical legs with cables between them attached to a horizontal crossarm",6688 389 2 0
power,substation,node area,,"A facility which controls the flow of electricity in a power network with transformers, switchgear or compensators.",19049 5 45460 2
power,switch,node,,A device which allows electrical network operators to power up & down lines and transformers in substations or along the power grid.,3364 1 13 0
power,switchgear,area,,"A switchgear, which comprises one or more busbar assemblies and a number of bays each connecting a circuit to the busbar assembly.",85 0 274 0
power,terminal,node,,"A point of connection where an overhead power line ends on a building or wall, for example, when connecting it to an indoor substation",9543 0 22 0
power,tower,node,,A tower or pylon carrying high voltage electricity cables. Often constructed from steel latticework but tubular or solid pylons are also used.,213755 2 25 0
power,transformer,node,,A device for stepping up or down electric voltage. Large power transformers are typically located inside substations,7467 0 1095 0
public_transport,stop_position,node,,The position on the street or rails where a public transport vehicle stops.,228112 59 10 8
public_transport,platform,node way area,,The place where passengers are waiting for the public transport vehicles.,232990 50238 23572 7627
public_transport,station,node area,,A station is an area designed to access public transport.,7574 1 767 0
public_transport,stop_area,relation,,"A relation that contains all elements of a train, subway, monorail, tram, bus, trolleybus, aerialway, or ferry stop.",34 15 20 0
railway,abandoned,way,,"The course of a former railway which has been abandoned and *the track removed*. The course is still recognized through embankments, cuttings, tree rows, bridges, tunnels, remaining track ties, building shapes and rolling or straight ways. For demolished rails that are no longer identifiable, e.g. that have been built over, use railway=razed",107 42831 7 42831
railway,construction,way,,Railway under construction.,61 1104 4 1104
railway,disused,way,,A section of railway which is no longer used but where the track and infrastructure remains in place. The track is likely overgrown.,20 20965 21 20965
railway,funicular,way,,"Cable driven inclined railways on a steep slope, with a pair of cars connected by one cable",2 145 0 145
railway,light_rail,way,,"A higher-standard tram system, normally in its own right-of-way. Often it connects towns and thus reaches a considerable length (tens of kilometers).",0 8396 0 8396
railway,miniature,way,,"Miniature railways are narrower than narrow gauge and carry passengers, frequently at an exact scale of ""standard-sized"" rail (for example ""1/4 scale""). They can often be found in parks.",1 955 4 955
railway,monorail,way,,A railway with only a single rail. A monorail can run above the rail like in Las Vegas and Disneyland or can suspend below the rail like the Wuppertal Schwebebahn (Germany).,0 293 2 293
railway,narrow_gauge,way,,Narrow-gauge passenger or freight trains. Narrow gauge railways can have mainline railway service like the Rhaetian Railway in Switzerland or can be a small light industrial railway. Use gauge=* to specify the actual width of rails in mm.,0 4928 2 4928
railway,preserved,way,,"A railway running historic trains, usually a tourist attraction. Using railway:preserved=yes is an alternate method to mark railway as preserved.",0 1266 0 1266
railway,rail,way,,Full sized passenger or freight trains in the standard gauge for the country or state.,0 203331 1 203331
railway,subway,way,,A city passenger rail service running mostly grade separated (see Wikipedia:rapid transit). Often a significant portion of the line or its system/network is underground.,2 4572 0 4572
railway,tram,way,,"One or two carriage rail vehicles, usually sharing motor road, sometimes called ""street running"" (Other languages).",0 21089 9 21089
